URL,label,num_subdomains,is_ip_address,has_at_symbol,has_hyphen_in_domain,num_digits_in_url,double_slash_redirect,https_in_url,uses_shortening_service,num_iframe_tags,num_embed_tags,num_object_tags,num_form_tags,num_anchor_tags,num_external_resources,external_forms,has_eval,has_escape,has_obfuscation,has_unescape,has_exec,uses_document_cookie,uses_window_location,uses_settimeout,uses_setinterval,uses_prompt,uses_alert,uses_confirm,num_meta_tags,has_meta_refresh,has_meta_keywords,num_images,num_external_images,num_data_images,ssl_certificate_issuer,is_cert_verified,content_length,num_links,num_internal_links,has_login_form,has_meta_redirect,num_emails_in_page,page_title_length
https://www.themotherhood.com,1,2,0,0,0,0,0,0,0,0,0,0,0,57,7,0,0,0,1,0,0,1,1,1,0,0,0,0,15,0,0,58,1,0,Let's Encrypt,1,76744,55,29,0,0,1,57
https://hv4vz8bkzi.web.app/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cumberlandlodge.ac.uk,1,3,0,0,0,0,0,0,0,1,0,0,1,56,4,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,Let's Encrypt,1,83002,56,41,0,0,1,53
https://www.thesacredmiddle.com,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ftpaccess.cc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bafybeif5da5uioyg7zqeiciidlid2yp5pkrwmolqm3mtw2qlhwfsr4feu4.ipfs.dweb.link/asb.html/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://rekutan.co.jp.buffaloclutch.com/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thirstmag.com,1,2,0,0,0,0,0,0,0,1,0,0,2,40,8,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,17,2,0,Let's Encrypt,1,50450,40,0,0,0,0,33
http://www.g5i9a0.cyou,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.retegui-marble.fr,1,2,0,0,1,0,0,0,0,0,0,0,2,102,1,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0,0,13,0,7,Let's Encrypt,1,355827,102,70,1,0,1,52
https://www.roadsafetysweden.com,1,2,0,0,0,0,0,0,0,0,0,0,2,81,0,1,0,1,1,0,0,1,0,0,0,0,0,0,33,0,0,5,0,0,Telia Finland Oyj,0,45866,75,0,0,0,1,41
http://www.is-slick.com,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.play-google-com-1301476296.cos.ap-mumbai.myqcloud.com,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.wcpfc.int,1,2,0,0,0,0,0,0,0,0,0,0,1,106,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,Let's Encrypt,1,37393,105,0,0,0,1,12
http://www.samp-shop.zzz.com.ua,0,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,Not HTTPS,0,3377,4,0,0,0,0,25
https://www.uriland.it,1,2,0,0,0,0,0,0,0,0,0,0,1,82,4,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,7,0,0,Let's Encrypt,1,46964,82,60,0,0,0,7
http://www.embarrassmentar.com,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.aicm.com.mx,1,3,0,0,0,0,0,0,0,0,0,0,0,67,5,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,DigiCert Inc,0,61858,67,53,0,0,0,47
https://www.dotgo.eu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.freevideoproxy.com,0,2,0,0,0,0,0,0,0,0,0,0,1,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,8,8,0,Not HTTPS,0,28986,14,0,0,0,0,49
https://yzruumziposjrwu11.z20.web.core.windows.net/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.colemans.ga,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.elrodtimber.com,1,2,0,0,0,0,0,0,0,0,0,0,2,15,3,0,0,0,1,0,0,1,1,0,0,0,0,0,16,0,0,4,0,0,Google Trust Services,0,68351,15,0,0,0,2,60
https://morning-river-261d.img-datings.workers.dev/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.handbellworld.com,1,2,0,0,0,0,0,0,0,0,0,0,2,149,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,41,0,0,Network Solutions L.L.C.,0,26074,149,21,0,0,0,53
http://www.lhd.globalowa.com,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sekigae.fun.w3ja.com,0,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,Not HTTPS,0,3377,4,0,0,0,0,25
https://www.gemsofwar.com,1,2,0,0,0,0,0,0,0,0,0,0,1,59,78,1,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,12,12,0,Let's Encrypt,1,76826,59,0,0,0,0,68
https://www.montereybaysolutions.com,1,2,0,0,0,0,0,0,0,4,0,0,2,131,12,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,73,1,34,Google Trust Services,0,228512,131,70,0,0,7,52
https://www.theinfoguiders.com,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://business-confirm-appeal-52c82.web.app/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.southwhidbeyrecord.com,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.escapegamez.com,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Google Trust Services,0,26,0,0,0,0,0,0
https://www.purelogicol.com,1,2,0,0,0,0,0,0,0,1,0,0,3,42,0,1,0,0,1,0,0,1,0,1,0,0,1,0,11,0,1,30,0,0,Sectigo Limited,0,44910,41,0,0,0,1,43
https://www.myqsafe.co.uk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.byoglobe.com,1,2,0,0,0,0,0,0,0,0,0,0,1,71,3,1,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,22,0,0,Let's Encrypt,1,422944,71,26,0,0,1,15
http://www.paperblank.best,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.rj46za4h3p99.top,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dla.mil,1,2,0,0,0,0,0,0,0,1,0,0,1,190,8,0,0,0,1,0,0,1,0,0,0,0,0,0,12,0,1,14,7,0,Let's Encrypt,1,93781,169,70,0,0,1,47
https://www.niis.org,1,2,0,0,0,0,0,0,0,1,0,0,0,67,6,0,0,0,1,0,0,1,0,0,0,0,0,0,24,0,0,1,0,0,Let's Encrypt,1,81940,67,0,0,0,3,47
https://www.klaschoolsnaperville.com,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.nothangryanymore.com,1,2,0,0,0,0,0,0,0,0,0,0,3,78,9,0,0,0,1,0,0,0,0,1,0,0,0,0,22,0,0,40,0,20,Google Trust Services,0,136444,78,69,0,0,1,50
https://www.bcfii.ca,1,2,0,0,0,0,0,0,0,1,0,0,1,65,10,0,0,0,1,0,0,0,0,1,0,0,0,0,22,0,0,5,1,0,Let's Encrypt,1,55288,65,41,1,0,10,73
https://www.binaryemotions.com,1,2,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,Actalis S.p.A.,0,176528,41,5,0,0,1,56
https://www.shippingtandy.com,1,2,0,0,0,0,0,0,0,0,0,0,1,105,61,1,0,1,1,0,0,0,0,1,0,0,0,0,23,0,0,17,17,0,Let's Encrypt,1,113544,105,0,0,0,0,35
https://www.laanimalservices.com,1,2,0,0,0,0,0,0,0,1,0,0,3,215,4,0,0,0,1,0,0,0,0,1,0,0,0,0,18,0,0,68,1,0,Let's Encrypt,1,170103,215,25,0,0,2,103
https://bit.ly/appbper24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hewale.net,1,2,0,0,0,0,0,0,0,1,0,0,1,81,14,1,0,0,1,0,0,1,1,1,0,0,0,1,8,0,1,32,3,0,Let's Encrypt,1,79304,53,0,0,0,4,20
http://decentralized-protocol.info,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://95c89d74-ff98-49de-834c-3930ab94eb9b.id.repl.co,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
